unique_id,track_id,veh_type,traveled_distance,avg_speed
20181024_d1_0830_0900_308,309,Taxi,483.03,42.002383
20181024_d1_0830_0900_309,310,Car,482.64,45.966073
20181024_d1_0830_0900_310,311,Taxi,100.27,24.390691
20181024_d1_0830_0900_311,312,Heavy Vehicle,265.03,16.856961
20181024_d1_0830_0900_312,313,Taxi,207.24,15.225623
20181024_d1_0830_0900_313,314,Taxi,347.3,20.100852
20181024_d1_0830_0900_314,315,Car,215.01,10.131479
20181024_d1_0830_0900_315,316,Car,217.01,10.015645
20181024_d1_0830_0900_316,317,Car,263.7,20.548116
20181024_d1_0830_0900_317,318,Taxi,346.55,21.659506
20181024_d1_0830_0900_318,319,Car,356.96,22.310157
20181024_d1_0830_0900_319,320,Car,363.46,11.916745
20181024_d1_0830_0900_320,321,Car,193.89,4.096298
20181024_d1_0830_0900_321,322,Car,326.69,23.242532
20181024_d1_0830_0900_322,323,Car,349.45,13.763758
20181024_d1_0830_0900_323,324,Motorcycle,457.44,39.586283
20181024_d1_0830_0900_324,325,Taxi,67.43,11.559601
20181024_d1_0830_0900_325,326,Car,212.27,11.337956
20181024_d1_0830_0900_326,327,Motorcycle,170.33,21.440484
20181024_d1_0830_0900_327,328,Car,51.28,20.980018
20181024_d1_0830_0900_328,329,Car,479.19,35.939434
20181024_d1_0830_0900_329,330,Car,478.83,37.968607
20181024_d1_0830_0900_330,331,Motorcycle,207.14,13.221623
20181024_d1_0830_0900_331,332,Taxi,94.01,8.767701
20181024_d1_0830_0900_332,333,Car,479.9,40.365426
20181024_d1_0830_0900_333,334,Taxi,329.42,19.76544
20181024_d1_0830_0900_334,335,Car,208.84,16.415616
20181024_d1_0830_0900_335,336,Taxi,492.08,14.059326
20181024_d1_0830_0900_336,337,Motorcycle,120.68,20.493342
20181024_d1_0830_0900_337,338,Car,53.81,18.627579
20181024_d1_0830_0900_338,339,Motorcycle,188.12,38.479078
20181024_d1_0830_0900_339,340,Car,488.55,43.969327
20181024_d1_0830_0900_340,341,Car,457.02,38.987601
20181024_d1_0830_0900_341,342,Motorcycle,101.16,11.239993
20181024_d1_0830_0900_342,343,Heavy Vehicle,107.83,9.608311
20181024_d1_0830_0900_343,344,Car,480.96,42.6468
20181024_d1_0830_0900_344,345,Taxi,461.31,18.051135
20181024_d1_0830_0900_345,346,Car,236.59,12.904835
20181024_d1_0830_0900_346,347,Motorcycle,481.93,41.30796
20181024_d1_0830_0900_347,348,Car,206.16,17.755169
20181024_d1_0830_0900_348,349,Medium Vehicle,492.71,21.8981
20181024_d1_0830_0900_349,350,Motorcycle,484.74,38.951969
20181024_d1_0830_0900_350,351,Heavy Vehicle,482.14,41.326605
20181024_d1_0830_0900_351,352,Taxi,481.49,45.614878
20181024_d1_0830_0900_352,353,Taxi,482.03,44.955871
20181024_d1_0830_0900_353,354,Car,104.21,13.592362
20181024_d1_0830_0900_354,355,Car,485.0,21.55559
20181024_d1_0830_0900_355,356,Car,205.92,17.081275
20181024_d1_0830_0900_356,357,Car,487.2,40.789075
20181024_d1_0830_0900_357,358,Motorcycle,238.55,31.806234
20181024_d1_0830_0900_358,359,Car,39.97,17.986944
20181024_d1_0830_0900_359,360,Car,220.78,21.716209
20181024_d1_0830_0900_360,361,Car,103.84,10.680992
20181024_d1_0830_0900_361,362,Car,218.51,21.611084
20181024_d1_0830_0900_362,363,Motorcycle,52.29,16.513871
20181024_d1_0830_0900_363,364,Car,492.31,31.093496
20181024_d1_0830_0900_364,365,Motorcycle,484.62,42.552107
20181024_d1_0830_0900_365,366,Car,485.66,38.852707
20181024_d1_0830_0900_366,367,Taxi,484.2,33.781048
20181024_d1_0830_0900_367,368,Car,484.27,33.526468
20181024_d1_0830_0900_368,369,Car,206.02,15.074479
20181024_d1_0830_0900_369,370,Motorcycle,482.62,39.667194
20181024_d1_0830_0900_370,371,Taxi,483.46,39.19928
20181024_d1_0830_0900_371,372,Car,466.35,3.239765
20181024_d1_0830_0900_372,373,Motorcycle,482.39,47.709112
20181024_d1_0830_0900_373,374,Bus,483.19,31.512699
20181024_d1_0830_0900_374,375,Car,483.91,36.293412
20181024_d1_0830_0900_375,376,Motorcycle,346.77,15.450356
20181024_d1_0830_0900_376,377,Motorcycle,260.28,1.81593
20181024_d1_0830_0900_377,378,Car,479.87,35.990351
20181024_d1_0830_0900_378,379,Car,461.98,36.958234
20181024_d1_0830_0900_379,380,Car,103.51,20.034155
20181024_d1_0830_0900_380,381,Motorcycle,345.31,15.656261
20181024_d1_0830_0900_381,382,Car,494.17,32.944486
20181024_d1_0830_0900_382,383,Taxi,348.26,15.910315
20181024_d1_0830_0900_383,384,Car,490.56,30.982883
20181024_d1_0830_0900_384,385,Car,482.03,8.239751
20181024_d1_0830_0900_385,386,Car,489.76,33.141941
20181024_d1_0830_0900_386,387,Car,365.05,16.50966
20181024_d1_0830_0900_387,388,Car,481.88,36.90964
20181024_d1_0830_0900_388,389,Car,30.65,15.763784
20181024_d1_0830_0900_389,390,Car,236.18,26.081439
20181024_d1_0830_0900_390,391,Taxi,214.77,14.533558
20181024_d1_0830_0900_391,392,Motorcycle,482.09,22.835654
20181024_d1_0830_0900_392,393,Car,358.48,16.760204
20181024_d1_0830_0900_393,394,Motorcycle,340.75,25.989722
20181024_d1_0830_0900_394,395,Taxi,234.1,16.207206
20181024_d1_0830_0900_395,396,Taxi,402.13,11.118758
20181024_d1_0830_0900_396,397,Car,339.26,2.41463
20181024_d1_0830_0900_397,398,Medium Vehicle,339.31,15.700556
20181024_d1_0830_0900_398,399,Car,100.71,23.240992
20181024_d1_0830_0900_399,400,Medium Vehicle,482.63,22.44787
20181024_d1_0830_0900_400,401,Taxi,480.35,24.017491
20181024_d1_0830_0900_401,402,Car,483.35,23.450928
20181024_d1_0830_0900_402,403,Car,37.69,18.335013
20181024_d1_0830_0900_403,404,Taxi,362.1,15.781568
20181024_d1_0830_0900_404,405,Car,219.77,16.620955
20181024_d1_0830_0900_405,406,Taxi,349.08,18.372385
20181024_d1_0830_0900_406,407,Motorcycle,349.75,21.34087
20181024_d1_0830_0900_407,408,Car,348.78,18.796528
20181024_d1_0830_0900_408,409,Taxi,217.08,17.444095
20181024_d1_0830_0900_409,410,Car,281.85,21.138703
20181024_d1_0830_0900_410,411,Car,347.29,12.731779
20181024_d1_0830_0900_411,412,Motorcycle,211.41,20.794684
20181024_d1_0830_0900_412,413,Car,349.29,12.752963
20181024_d1_0830_0900_413,414,Car,73.0,0.538726
20181024_d1_0830_0900_414,415,Car,351.28,13.283761
20181024_d1_0830_0900_415,416,Car,200.19,13.546905
20181024_d1_0830_0900_416,417,Motorcycle,213.55,25.971998
20181024_d1_0830_0900_417,418,Motorcycle,27.54,6.196385
20181024_d1_0830_0900_418,419,Car,199.57,13.403654
20181024_d1_0830_0900_419,420,Taxi,212.24,12.567053
20181024_d1_0830_0900_420,421,Car,450.31,15.831182
20181024_d1_0830_0900_421,422,Taxi,480.99,35.924575
20181024_d1_0830_0900_422,423,Car,212.58,12.670279
20181024_d1_0830_0900_423,424,Car,70.87,5.93347
20181024_d1_0830_0900_424,425,Taxi,236.16,25.302344
20181024_d1_0830_0900_425,426,Car,51.6,26.535419
20181024_d1_0830_0900_426,427,Bus,480.81,34.618444
20181024_d1_0830_0900_427,428,Taxi,481.99,37.557463
20181024_d1_0830_0900_428,429,Car,26.14,7.841723
20181024_d1_0830_0900_429,430,Car,236.83,25.374639
20181024_d1_0830_0900_430,431,Motorcycle,450.58,52.665779
20181024_d1_0830_0900_431,432,Motorcycle,377.92,17.622992
20181024_d1_0830_0900_432,433,Car,385.41,8.38862
20181024_d1_0830_0900_433,434,Taxi,349.18,16.198915
20181024_d1_0830_0900_434,435,Car,482.18,39.813426
20181024_d1_0830_0900_435,436,Car,38.07,5.27176
20181024_d1_0830_0900_436,437,Taxi,489.49,35.671449
20181024_d1_0830_0900_437,438,Bus,483.42,20.619698
20181024_d1_0830_0900_438,439,Car,457.22,41.565678
20181024_d1_0830_0900_439,440,Car,26.55,5.139627
20181024_d1_0830_0900_440,441,Car,211.74,14.115925
20181024_d1_0830_0900_441,442,Motorcycle,239.79,3.676478
20181024_d1_0830_0900_442,443,Car,16.37,1.592943
20181024_d1_0830_0900_443,444,Car,479.89,38.391411
20181024_d1_0830_0900_444,445,Taxi,236.28,13.853289
20181024_d1_0830_0900_445,446,Car,480.83,20.905849
20181024_d1_0830_0900_446,447,Bus,485.39,13.93459
20181024_d1_0830_0900_447,448,Car,51.56,4.885052
20181024_d1_0830_0900_448,449,Motorcycle,489.4,24.334987
20181024_d1_0830_0900_449,450,Motorcycle,480.4,22.815806
20181024_d1_0830_0900_450,451,Car,480.73,24.103561
20181024_d1_0830_0900_451,452,Car,216.67,16.115796
20181024_d1_0830_0900_452,453,Car,215.12,15.677031
20181024_d1_0830_0900_453,454,Motorcycle,98.53,12.48962
20181024_d1_0830_0900_454,455,Motorcycle,15.32,11.03085
20181024_d1_0830_0900_455,456,Car,198.39,13.128881
20181024_d1_0830_0900_456,457,Motorcycle,479.35,43.577235
20181024_d1_0830_0900_457,458,Motorcycle,451.36,46.425151
20181024_d1_0830_0900_458,459,Taxi,479.83,32.71536
20181024_d1_0830_0900_459,460,Car,231.36,20.615891
20181024_d1_0830_0900_460,461,Car,482.67,31.708074
20181024_d1_0830_0900_461,462,Car,214.14,13.965788
20181024_d1_0830_0900_462,463,Motorcycle,234.73,29.340905
20181024_d1_0830_0900_463,464,Motorcycle,356.46,37.303957
20181024_d1_0830_0900_464,465,Motorcycle,345.88,15.963514
20181024_d1_0830_0900_465,466,Car,480.05,38.065685
20181024_d1_0830_0900_466,467,Motorcycle,451.27,34.712698
20181024_d1_0830_0900_467,468,Motorcycle,315.74,14.995755
20181024_d1_0830_0900_468,469,Car,454.29,38.939188
20181024_d1_0830_0900_469,470,Motorcycle,457.22,21.376444
20181024_d1_0830_0900_470,471,Car,455.45,41.196239
20181024_d1_0830_0900_471,472,Motorcycle,480.92,34.351639
20181024_d1_0830_0900_472,473,Taxi,348.21,16.030211
20181024_d1_0830_0900_473,474,Motorcycle,323.1,6.858319
20181024_d1_0830_0900_474,475,Car,198.01,17.218624
20181024_d1_0830_0900_475,476,Car,187.05,32.066536
20181024_d1_0830_0900_476,477,Car,26.02,8.362233
20181024_d1_0830_0900_477,478,Motorcycle,236.83,15.224633
20181024_d1_0830_0900_478,479,Car,50.04,26.489171
20181024_d1_0830_0900_479,480,Car,235.99,28.701592
20181024_d1_0830_0900_480,481,Car,42.25,1.508858
20181024_d1_0830_0900_481,482,Bus,472.05,20.928295
20181024_d1_0830_0900_482,483,Car,217.45,14.826217
20181024_d1_0830_0900_483,484,Car,480.25,48.024793
20181024_d1_0830_0900_484,485,Car,50.66,30.395103
20181024_d1_0830_0900_485,486,Car,477.39,15.181886
20181024_d1_0830_0900_486,487,Car,102.42,23.337127
20181024_d1_0830_0900_487,488,Car,29.18,2.626536
20181024_d1_0830_0900_488,489,Car,210.25,14.725631
20181024_d1_0830_0900_489,490,Car,354.72,17.303482
20181024_d1_0830_0900_490,491,Car,102.38,23.327531
20181024_d1_0830_0900_491,492,Motorcycle,320.49,20.17083
20181024_d1_0830_0900_492,493,Car,103.8,21.231672
20181024_d1_0830_0900_493,494,Car,349.46,18.889596
20181024_d1_0830_0900_494,495,Motorcycle,346.77,21.824571
20181024_d1_0830_0900_495,496,Taxi,348.42,20.362389
20181024_d1_0830_0900_496,497,Car,403.41,13.348139
20181024_d1_0830_0900_497,498,Taxi,347.41,20.91436
20181024_d1_0830_0900_498,499,Motorcycle,180.08,12.515067
20181024_d1_0830_0900_499,500,Car,352.38,19.337693
20181024_d1_0830_0900_500,501,Motorcycle,355.19,23.679402
20181024_d1_0830_0900_501,502,Medium Vehicle,348.15,20.479386
20181024_d1_0830_0900_502,503,Motorcycle,352.06,27.673199
20181024_d1_0830_0900_503,504,Motorcycle,355.96,13.129651
20181024_d1_0830_0900_504,505,Medium Vehicle,354.57,12.514108
20181024_d1_0830_0900_505,506,Motorcycle,259.87,23.744591
20181024_d1_0830_0900_506,507,Car,267.65,12.745447
20181024_d1_0830_0900_507,508,Car,347.69,13.93874
20181024_d1_0830_0900_508,509,Car,353.11,14.031007
20181024_d1_0830_0900_509,510,Motorcycle,272.98,13.880205
20181024_d1_0830_0900_510,511,Motorcycle,451.41,24.254944
20181024_d1_0830_0900_511,512,Taxi,283.99,11.644441
20181024_d1_0830_0900_512,513,Car,50.83,21.27643
20181024_d1_0830_0900_513,514,Car,237.13,36.172099
20181024_d1_0830_0900_514,515,Motorcycle,449.98,50.941071
20181024_d1_0830_0900_515,516,Car,236.18,22.733535
20181024_d1_0830_0900_516,517,Heavy Vehicle,105.2,11.476375
20181024_d1_0830_0900_517,518,Car,228.28,18.343991
20181024_d1_0830_0900_518,519,Taxi,324.47,13.67771
20181024_d1_0830_0900_519,520,Taxi,480.97,17.177535
20181024_d1_0830_0900_520,521,Motorcycle,75.2,26.540541
20181024_d1_0830_0900_521,522,Motorcycle,480.1,37.410754
20181024_d1_0830_0900_522,523,Motorcycle,153.81,22.148201
20181024_d1_0830_0900_523,524,Taxi,402.36,14.963616
20181024_d1_0830_0900_524,525,Motorcycle,482.25,41.139731
20181024_d1_0830_0900_525,526,Bus,105.16,19.120586
20181024_d1_0830_0900_526,527,Car,480.45,36.184693
20181024_d1_0830_0900_527,528,Taxi,454.66,20.771434
20181024_d1_0830_0900_528,529,Motorcycle,449.94,38.202713
20181024_d1_0830_0900_529,530,Bus,480.58,12.815457
20181024_d1_0830_0900_530,531,Car,79.19,19.797065
20181024_d1_0830_0900_531,532,Car,448.32,25.456522
20181024_d1_0830_0900_532,533,Car,81.76,19.364483
20181024_d1_0830_0900_533,534,Motorcycle,293.18,14.03532
20181024_d1_0830_0900_534,535,Car,174.3,10.81889
20181024_d1_0830_0900_535,536,Car,49.77,27.997382
20181024_d1_0830_0900_536,537,Taxi,191.59,7.891639
20181024_d1_0830_0900_537,538,Taxi,209.47,13.661284
20181024_d1_0830_0900_538,539,Taxi,478.35,43.267447
20181024_d1_0830_0900_539,540,Car,480.08,42.360287
20181024_d1_0830_0900_540,541,Taxi,381.53,13.106053
20181024_d1_0830_0900_541,542,Taxi,461.85,42.414913
20181024_d1_0830_0900_542,543,Car,195.15,7.474018
20181024_d1_0830_0900_543,544,Motorcycle,485.39,43.252482
20181024_d1_0830_0900_544,545,Car,263.98,16.052587
20181024_d1_0830_0900_545,546,Car,479.89,41.330339
20181024_d1_0830_0900_546,547,Taxi,487.43,22.044473
20181024_d1_0830_0900_547,548,Car,164.42,11.791406
20181024_d1_0830_0900_548,549,Car,479.69,21.008522
20181024_d1_0830_0900_549,550,Taxi,479.56,24.044808
20181024_d1_0830_0900_550,551,Car,196.89,7.588916
20181024_d1_0830_0900_551,552,Car,197.2,7.766998
20181024_d1_0830_0900_552,553,Motorcycle,183.6,7.527939
20181024_d1_0830_0900_553,554,Taxi,198.44,7.867491
20181024_d1_0830_0900_554,555,Car,266.16,12.347408
20181024_d1_0830_0900_555,556,Motorcycle,61.56,13.03689
20181024_d1_0830_0900_556,557,Motorcycle,99.14,10.315424
20181024_d1_0830_0900_557,558,Taxi,480.54,36.651065
20181024_d1_0830_0900_558,559,Car,207.71,2.194156
20181024_d1_0830_0900_559,560,Car,481.55,31.405439
20181024_d1_0830_0900_560,561,Car,486.42,28.706476
20181024_d1_0830_0900_561,562,Taxi,476.61,34.592451
20181024_d1_0830_0900_562,563,Motorcycle,352.14,15.926021
20181024_d1_0830_0900_563,564,Motorcycle,37.55,16.898717
20181024_d1_0830_0900_564,565,Car,105.72,25.039229
20181024_d1_0830_0900_565,566,Car,360.22,17.66759
20181024_d1_0830_0900_566,567,Heavy Vehicle,169.23,1.806677
20181024_d1_0830_0900_567,568,Motorcycle,356.54,15.925032
20181024_d1_0830_0900_568,569,Bus,482.91,21.785601
20181024_d1_0830_0900_569,570,Motorcycle,350.65,15.77912
20181024_d1_0830_0900_570,571,Motorcycle,333.41,15.628591
20181024_d1_0830_0900_571,572,Motorcycle,489.77,18.99957
20181024_d1_0830_0900_572,573,Motorcycle,42.23,13.574866
20181024_d1_0830_0900_573,574,Taxi,480.49,38.10085
20181024_d1_0830_0900_574,575,Motorcycle,481.03,35.92758
20181024_d1_0830_0900_575,576,Car,355.03,14.896251
20181024_d1_0830_0900_576,577,Car,482.96,35.195143
20181024_d1_0830_0900_577,578,Car,238.39,16.377774
20181024_d1_0830_0900_578,579,Car,481.4,21.882001
20181024_d1_0830_0900_579,580,Motorcycle,236.5,21.074682
20181024_d1_0830_0900_580,581,Car,489.24,19.397315
20181024_d1_0830_0900_581,582,Car,236.26,20.251208
20181024_d1_0830_0900_582,583,Car,385.67,13.24827
20181024_d1_0830_0900_583,584,Motorcycle,352.72,15.87224
20181024_d1_0830_0900_584,585,Taxi,481.84,18.651759
20181024_d1_0830_0900_585,586,Taxi,335.99,8.494007
20181024_d1_0830_0900_586,587,Car,481.3,34.653336
20181024_d1_0830_0900_587,588,Taxi,347.73,15.009768
20181024_d1_0830_0900_588,589,Car,236.86,13.709184
20181024_d1_0830_0900_589,590,Car,263.94,14.663518
20181024_d1_0830_0900_590,591,Car,53.73,23.028033
20181024_d1_0830_0900_591,592,Car,483.29,19.374484
20181024_d1_0830_0900_592,593,Car,350.15,15.485697
20181024_d1_0830_0900_593,594,Car,70.15,19.730943
20181024_d1_0830_0900_594,595,Car,484.16,19.409573
20181024_d1_0830_0900_595,596,Car,204.61,9.516698
20181024_d1_0830_0900_596,597,Taxi,346.74,17.19381
20181024_d1_0830_0900_597,598,Taxi,203.66,11.279798
20181024_d1_0830_0900_598,599,Car,349.56,16.092279
20181024_d1_0830_0900_599,600,Motorcycle,200.15,9.531054
20181024_d1_0830_0900_600,601,Taxi,265.07,10.843793
20181024_d1_0830_0900_601,602,Car,204.5,11.396316
20181024_d1_0830_0900_602,603,Taxi,352.0,19.79992
20181024_d1_0830_0900_603,604,Car,346.94,12.196989
20181024_d1_0830_0900_604,605,Car,345.36,11.663273
20181024_d1_0830_0900_605,606,Taxi,354.62,19.168692
20181024_d1_0830_0900_606,607,Motorcycle,285.87,11.460115
20181024_d1_0830_0900_607,608,Car,358.53,23.81359
20181024_d1_0830_0900_608,609,Taxi,346.04,13.570043
20181024_d1_0830_0900_609,610,Motorcycle,481.49,33.987389
20181024_d1_0830_0900_610,611,Motorcycle,416.98,5.040766
20181024_d1_0830_0900_611,612,Motorcycle,154.26,18.511461
20181024_d1_0830_0900_612,613,Taxi,384.68,19.23387
20181024_d1_0830_0900_613,614,Car,481.28,30.720313
20181024_d1_0830_0900_614,615,Motorcycle,479.87,35.256097
20181024_d1_0830_0900_615,616,Taxi,482.31,30.040207
